target_date,source_id,jam,temp_error,rh_error,rain_error,category_score,overall_score
2026-06-13,METNO,18:00,2.0,5.1,0.0,100.0,92.87
2026-06-13,METNO,19:00,3.1,8.1,0.0,60.0,78.89
2026-06-13,METNO,20:00,2.5,4.1,0.0,60.0,81.77
2026-06-13,METNO,21:00,2.4,1.8,0.1,0.0,67.34
2026-06-13,METNO,22:00,2.0,0.8,0.0,60.0,84.16
2026-06-13,METNO,23:00,1.4,1.6,0.0,100.0,95.6
2026-06-13,UKMO,00:00,0.1,1.0,0.0,100.0,99.42
2026-06-13,UKMO,01:00,0.3,3.0,0.0,100.0,98.26
2026-06-13,UKMO,02:00,0.3,1.0,0.0,100.0,98.86
2026-06-13,UKMO,03:00,0.0,1.0,0.0,100.0,99.7
2026-06-13,UKMO,04:00,0.4,1.0,0.0,60.0,88.58
2026-06-13,UKMO,05:00,0.1,2.0,0.3,0.0,72.92
2026-06-13,UKMO,06:00,0.1,4.0,0.5,0.0,71.52
2026-06-13,UKMO,07:00,0.4,5.0,0.0,100.0,97.38
2026-06-13,UKMO,08:00,0.6,3.0,0.9,0.0,68.82
2026-06-13,UKMO,09:00,1.2,7.0,0.0,100.0,94.54
2026-06-13,UKMO,10:00,1.4,9.0,0.0,100.0,93.38
2026-06-13,UKMO,11:00,0.7,5.0,0.0,100.0,96.54
2026-06-13,UKMO,12:00,1.6,8.0,0.0,100.0,93.12
2026-06-13,UKMO,13:00,1.2,6.0,0.1,0.0,69.44
2026-06-13,UKMO,14:00,1.6,12.0,1.1,100.0,87.52
2026-06-13,UKMO,15:00,2.9,19.0,0.9,0.0,57.58
2026-06-13,UKMO,16:00,2.6,19.0,0.6,0.0,59.62
2026-06-13,UKMO,17:00,1.2,7.0,0.2,0.0,68.74
2026-06-13,UKMO,18:00,0.3,3.0,0.0,100.0,98.26
2026-06-13,UKMO,19:00,1.5,4.0,0.0,60.0,84.6
2026-06-13,UKMO,20:00,1.6,5.0,0.0,60.0,84.02
2026-06-13,UKMO,21:00,1.4,4.0,0.1,0.0,69.48
2026-06-13,UKMO,22:00,0.8,2.0,0.0,60.0,87.16
2026-06-13,UKMO,23:00,0.2,1.0,0.0,100.0,99.14
2026-06-14,BMKG,07:00,4.0,23.0,,100.0,77.38
2026-06-14,BMKG,08:00,2.5,16.0,,100.0,85.25
2026-06-14,BMKG,09:00,1.1,9.0,,100.0,92.77
2026-06-14,BMKG,10:00,0.9,0.0,,100.0,96.85
2026-06-14,BMKG,11:00,2.2,7.0,,60.0,77.17
2026-06-14,BMKG,12:00,0.2,1.0,,60.0,86.42
2026-06-14,BMKG,13:00,1.5,7.0,,60.0,79.62
2026-06-14,BMKG,14:00,0.9,4.0,,60.0,82.85
2026-06-14,BMKG,15:00,4.4,15.0,,60.0,66.47
2026-06-14,BMKG,16:00,3.5,13.0,,60.0,70.37
2026-06-14,BMKG,17:00,2.4,7.0,,60.0,76.47
2026-06-14,BMKG,18:00,2.8,20.0,,60.0,70.2
2026-06-14,BMKG,19:00,2.0,11.0,,100.0,88.87
2026-06-14,BMKG,20:00,1.0,5.0,,100.0,94.62
2026-06-14,BMKG,21:00,1.2,7.0,,100.0,93.17
2026-06-14,BMKG,22:00,0.1,1.0,,100.0,99.27
2026-06-14,BMKG,23:00,0.0,0.0,,60.0,87.5
2026-06-14,CMA,00:00,1.2,3.0,0.3,0.0,69.54
2026-06-14,CMA,01:00,1.1,3.0,0.0,100.0,96.02
2026-06-14,CMA,02:00,1.9,3.0,0.0,60.0,83.78
2026-06-14,CMA,03:00,2.0,2.0,0.0,60.0,83.8
2026-06-14,CMA,04:00,2.2,3.0,0.0,60.0,82.94
2026-06-14,CMA,05:00,2.4,4.0,0.0,60.0,82.08
2026-06-14,CMA,06:00,2.7,5.0,0.0,60.0,80.94
2026-06-14,CMA,07:00,1.0,1.0,0.0,100.0,96.9
2026-06-14,CMA,08:00,0.3,2.0,0.0,100.0,98.56
2026-06-14,CMA,09:00,0.0,3.0,0.0,100.0,99.1
